title,cluster,rating
"Poseidon Adventure, The (1972)",1,3.0952380952380953
Bambi (1942),1,3.3684210526315788
Seven Samurai (Shichinin no samurai) (1954),1,4.1875
Dangerous Liaisons (1988),1,4.0
Dune (1984),1,3.4324324324324325
"Godfather: Part III, The (1990)",1,3.3555555555555556
Saving Private Ryan (1998),1,4.1462765957446805
Flight of the Navigator (1986),1,3.2083333333333335
"Negotiator, The (1998)",1,3.35
BASEketball (1998),1,3.0714285714285716
Roger & Me (1989),1,3.838709677419355
"Purple Rose of Cairo, The (1985)",1,3.730769230769231
Doctor Zhivago (1965),1,4.142857142857143
"'burbs, The (1989)",1,3.176470588235294
Blue Velvet (1986),1,3.9456521739130435
"Jungle Book, The (1967)",1,3.830188679245283
Lady and the Tramp (1955),1,3.4
"Little Mermaid, The (1989)",1,3.425373134328358
"Muppet Christmas Carol, The (1992)",1,3.736842105263158
101 Dalmatians (One Hundred and One Dalmatians) (1961),1,3.4318181818181817
Peter Pan (1953),1,3.573170731707317
"Rescuers Down Under, The (1990)",1,3.5
"Rescuers, The (1977)",1,3.1923076923076925
"Rocketeer, The (1991)",1,3.2564102564102564
Sleeping Beauty (1959),1,3.409090909090909
Splash (1984),1,3.1176470588235294
Tron (1982),1,3.34
L.A. Story (1991),1,3.4791666666666665
"Jerk, The (1979)",1,3.3703703703703702
Dead Men Don't Wear Plaid (1982),1,3.3055555555555554
"Man with Two Brains, The (1983)",1,3.25
"Outsiders, The (1983)",1,3.71875
Indiana Jones and the Temple of Doom (1984),1,3.638888888888889
"Lord of the Rings, The (1978)",1,3.1333333333333333
1984 (Nineteen Eighty-Four) (1984),1,3.7142857142857144
"Dead Zone, The (1983)",1,3.7333333333333334
"Addams Family, The (1991)",1,3.289473684210526
Ever After: A Cinderella Story (1998),1,3.619047619047619
Adventures in Babysitting (1987),1,3.325
Weird Science (1985),1,3.1136363636363638
Doctor Dolittle (1967),1,3.772727272727273
Charlotte's Web (1973),1,3.5476190476190474
Watership Down (1978),1,4.05
"Secret of NIMH, The (1982)",1,3.4761904761904763
"Dark Crystal, The (1982)",1,3.5441176470588234
"American Tail, An (1986)",1,3.1666666666666665
Legend (1985),1,3.076923076923077
Sixteen Candles (1984),1,3.6020408163265305
Pretty in Pink (1986),1,3.242424242424242
St. Elmo's Fire (1985),1,3.21875
"Gods Must Be Crazy, The (1980)",1,3.892857142857143
Rosemary's Baby (1968),1,4.171875
"NeverEnding Story, The (1984)",1,3.5813953488372094
Blade (1998),1,3.3620689655172415
Beetlejuice (1988),1,3.4725274725274726
Rope (1948),1,3.9
Strangers on a Train (1951),1,3.98
Willow (1988),1,3.3375
"Untouchables, The (1987)",1,3.9384615384615387
Rounders (1998),1,3.861111111111111
Cube (1997),1,3.425925925925926
Broadcast News (1987),1,3.4285714285714284
Working Girl (1988),1,3.2045454545454546
Say Anything... (1989),1,3.923076923076923
My Blue Heaven (1990),1,3.1818181818181817
"Few Good Men, A (1992)",1,3.789473684210526
Rush Hour (1998),1,3.261904761904762
Ronin (1998),1,3.5232558139534884
"Thing, The (1982)",1,3.933333333333333
"Player, The (1992)",1,3.9473684210526314
Edward Scissorhands (1990),1,3.7
Antz (1998),1,3.2444444444444445
What Dreams May Come (1998),1,3.642857142857143
"Producers, The (1968)",1,3.9696969696969697
History of the World: Part I (1981),1,3.625
My Cousin Vinny (1992),1,3.26271186440678
2010: The Year We Make Contact (1984),1,3.588235294117647
Children of a Lesser God (1986),1,3.8333333333333335
"Elephant Man, The (1980)",1,4.029411764705882
Happiness (1998),1,4.125
Pleasantville (1998),1,3.4836065573770494
Life Is Beautiful (La Vita è bella) (1997),1,4.1477272727272725
Orgazmo (1997),1,3.1153846153846154
American History X (1998),1,4.217054263565892
"Waterboy, The (1998)",1,3.1785714285714284
Elizabeth (1998),1,3.6739130434782608
Meet Joe Black (1998),1,3.05
"Stepford Wives, The (1975)",1,3.1818181818181817
"Big Chill, The (1983)",1,3.84
Enemy of the State (1998),1,3.4925373134328357
"Bug's Life, A (1998)",1,3.516304347826087
Waking Ned Devine (a.k.a. Waking Ned) (1998),1,3.673076923076923
"Celebration, The (Festen) (1998)",1,4.458333333333333
King Kong (1933),1,3.64
Fletch (1985),1,3.0833333333333335
"View to a Kill, A (1985)",1,3.2142857142857144
Police Academy (1984),1,3.022727272727273
Very Bad Things (1998),1,3.4375
"Simple Plan, A (1998)",1,3.7954545454545454
Star Trek: Insurrection (1998),1,3.1515151515151514
"Prince of Egypt, The (1998)",1,3.5
Rushmore (1998),1,3.544642857142857
Shakespeare in Love (1998),1,3.777173913043478
Miracle on 34th Street (1947),1,4.0588235294117645
First Blood (Rambo: First Blood) (1982),1,3.55
Romancing the Stone (1984),1,3.4537037037037037
Cocoon (1985),1,3.2674418604651163
Rocky II (1979),1,3.1923076923076925
Clue (1985),1,3.388888888888889
Young Sherlock Holmes (1985),1,3.3636363636363638
"Karate Kid, The (1984)",1,3.5657894736842106
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1,3.566666666666667
You've Got Mail (1998),1,3.12
"Thin Red Line, The (1998)",1,3.3
Patch Adams (1998),1,3.3703703703703702
"Civil Action, A (1998)",1,3.0454545454545454
Varsity Blues (1999),1,3.2666666666666666
"Fly, The (1958)",1,3.3846153846153846
"Fly, The (1986)",1,3.383720930232558
"Texas Chainsaw Massacre, The (1974)",1,3.269230769230769
Ruthless People (1986),1,3.3214285714285716
"Name of the Rose, The (Name der Rose, Der) (1986)",1,3.75
Crocodile Dundee (1986),1,3.175438596491228
"Color of Money, The (1986)",1,3.5
Heartbreak Ridge (1986),1,3.75
¡Three Amigos! (1986),1,3.1346153846153846
Payback (1999),1,3.422222222222222
Blast from the Past (1999),1,3.108695652173913
October Sky (1999),1,3.75
Office Space (1999),1,4.090425531914893
Night Shift (1982),1,3.05
Westworld (1973),1,3.4166666666666665
Logan's Run (1976),1,3.2291666666666665
Planet of the Apes (1968),1,3.8035714285714284
Analyze This (1999),1,3.095744680851064
Cruel Intentions (1999),1,3.225
"Lock, Stock & Two Smoking Barrels (1998)",1,4.052238805970149
"King and I, The (1956)",1,4.166666666666667
"Matrix, The (1999)",1,4.192446043165468
10 Things I Hate About You (1999),1,3.5277777777777777
Go (1999),1,3.9615384615384617
Cookie's Fortune (1999),1,3.875
Open Your Eyes (Abre los ojos) (1997),1,3.75
SLC Punk! (1998),1,3.7916666666666665
Election (1999),1,3.6607142857142856
eXistenZ (1999),1,3.8636363636363638
"Mummy, The (1999)",1,3.1206896551724137
William Shakespeare's A Midsummer Night's Dream (1999),1,3.1363636363636362
Star Wars: Episode I - The Phantom Menace (1999),1,3.107142857142857
Superman (1978),1,3.6065573770491803
Superman II (1980),1,3.020408163265306
Frankenstein (1931),1,3.909090909090909
"Rocky Horror Picture Show, The (1975)",1,3.3412698412698414
"War of the Worlds, The (1953)",1,3.1666666666666665
Invasion of the Body Snatchers (1956),1,3.769230769230769
Notting Hill (1999),1,3.455357142857143
Austin Powers: The Spy Who Shagged Me (1999),1,3.1983471074380163
"Red Violin, The (Violon rouge, Le) (1998)",1,4.026315789473684
Tarzan (1999),1,3.4583333333333335
"Ideal Husband, An (1999)",1,3.7
Run Lola Run (Lola rennt) (1998),1,4.0
Big Daddy (1999),1,3.1979166666666665
"South Park: Bigger, Longer and Uncut (1999)",1,3.861842105263158
Summer of Sam (1999),1,3.4
American Pie (1999),1,3.378640776699029
Arlington Road (1999),1,3.272727272727273
Eyes Wide Shut (1999),1,3.4622641509433962
Ghostbusters (a.k.a. Ghost Busters) (1984),1,3.775
Drop Dead Gorgeous (1999),1,3.2
Mystery Men (1999),1,3.08974358974359
Spartacus (1960),1,3.576923076923077
"400 Blows, The (Les quatre cents coups) (1959)",1,4.0
"Mosquito Coast, The (1986)",1,3.25
"Color Purple, The (1985)",1,3.9166666666666665
Little Shop of Horrors (1986),1,3.3333333333333335
"Iron Giant, The (1999)",1,4.051282051282051
"Sixth Sense, The (1999)",1,3.893854748603352
"Thomas Crown Affair, The (1999)",1,3.6458333333333335
Heaven Can Wait (1978),1,3.269230769230769
Monty Python's And Now for Something Completely Different (1971),1,4.053571428571429
Airplane! (1980),1,3.8563218390804597
Airplane II: The Sequel (1982),1,3.1842105263157894
National Lampoon's Vacation (1983),1,3.6538461538461537
Big (1988),1,3.71978021978022
Tequila Sunrise (1988),1,3.0384615384615383
"Christmas Story, A (1983)",1,3.9727272727272727
Three Days of the Condor (3 Days of the Condor) (1975),1,3.75
Medicine Man (1992),1,3.1363636363636362
Stir of Echoes (1999),1,3.5277777777777777
Yellow Submarine (1968),1,3.2857142857142856
American Beauty (1999),1,4.056372549019608
"Hard Day's Night, A (1964)",1,3.473684210526316
Fright Night (1985),1,3.5833333333333335
Deliverance (1972),1,3.9
Excalibur (1981),1,3.64
Double Jeopardy (1999),1,3.026315789473684
Three Kings (1999),1,3.7111111111111112
Boys Don't Cry (1999),1,3.551282051282051
"Limey, The (1999)",1,3.892857142857143
Risky Business (1983),1,3.4404761904761907
Total Recall (1990),1,3.653409090909091
Body Heat (1981),1,4.0
Ferris Bueller's Day Off (1986),1,3.8394495412844036
High Plains Drifter (1973),1,4.181818181818182
Drunken Master (Jui kuen) (1978),1,4.05
Hairspray (1988),1,3.3181818181818183
"Dirty Dozen, The (1967)",1,3.96875
Goldfinger (1964),1,3.839622641509434
From Russia with Love (1963),1,3.75
Dr. No (1962),1,3.712121212121212
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",1,3.9358974358974357
Sydney (Hard Eight) (1996),1,3.5416666666666665
Fight Club (1999),1,4.272935779816514
"Straight Story, The (1999)",1,3.9285714285714284
Time Bandits (1981),1,3.731707317073171
Crimes and Misdemeanors (1989),1,3.9166666666666665
RoboCop (1987),1,3.3714285714285714
Who Framed Roger Rabbit? (1988),1,3.5721649484536084
For Your Eyes Only (1981),1,3.5476190476190474
Licence to Kill (1989),1,3.325
Live and Let Die (1973),1,3.6956521739130435
Thunderball (1965),1,3.4791666666666665
Being John Malkovich (1999),1,3.9545454545454546
Princess Mononoke (Mononoke-hime) (1997),1,3.9583333333333335
"Insider, The (1999)",1,3.7419354838709675
Creepshow (1982),1,3.0714285714285716
Re-Animator (1985),1,3.45
Drugstore Cowboy (1989),1,4.15
Falling Down (1993),1,3.5294117647058822
Yojimbo (1961),1,4.230769230769231
Spaceballs (1987),1,3.483050847457627
Robin Hood (1973),1,3.513888888888889
Mister Roberts (1955),1,3.8181818181818183
Little Big Man (1970),1,4.145833333333333
Trading Places (1983),1,3.730769230769231
Dead Again (1991),1,3.769230769230769
Dogma (1999),1,3.6455696202531644
"Messenger: The Story of Joan of Arc, The (1999)",1,3.909090909090909
"Commitments, The (1991)",1,3.8666666666666667
"Longest Day, The (1962)",1,4.0
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),1,3.55
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",1,3.5476190476190474
Moonstruck (1987),1,3.5555555555555554
Sleepy Hollow (1999),1,3.475806451612903
"World Is Not Enough, The (1999)",1,3.3333333333333335
All About My Mother (Todo sobre mi madre) (1999),1,4.157894736842105
Scrooged (1988),1,3.1666666666666665
Harvey (1950),1,3.8333333333333335
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),1,4.125
"Natural, The (1984)",1,3.6458333333333335
"River Runs Through It, A (1992)",1,3.9318181818181817
Fatal Attraction (1987),1,3.0972222222222223
Midnight Run (1988),1,3.6363636363636362
Awakenings (1990),1,3.6818181818181817
Backdraft (1991),1,3.3043478260869565
"Fisher King, The (1991)",1,3.8055555555555554
Toy Story 2 (1999),1,3.8608247422680413
"Green Mile, The (1999)",1,4.148648648648648
"Cider House Rules, The (1999)",1,3.75
Fantasia 2000 (1999),1,3.8333333333333335
Magnolia (1999),1,3.7115384615384617
Easy Rider (1969),1,3.603448275862069
Man on the Moon (1999),1,3.4871794871794872
Galaxy Quest (1999),1,3.58
"Talented Mr. Ripley, The (1999)",1,3.336734693877551
"Hurricane, The (1999)",1,3.53125
"Girl, Interrupted (1999)",1,3.4642857142857144
My Dog Skip (1999),1,3.5454545454545454
Papillon (1973),1,3.9285714285714284
Dead Calm (1989),1,3.1666666666666665
Fast Times at Ridgemont High (1982),1,3.4761904761904763
Batman: Mask of the Phantasm (1993),1,4.115384615384615
Pacific Heights (1990),1,3.1923076923076925
"Goodbye Girl, The (1977)",1,3.7083333333333335
Malcolm X (1992),1,4.166666666666667
Sister Act (1992),1,3.0277777777777777
Scent of a Woman (1992),1,3.5925925925925926
Wayne's World (1992),1,3.4754098360655736
Wayne's World 2 (1993),1,3.2962962962962963
"League of Their Own, A (1992)",1,3.466666666666667
Patriot Games (1992),1,3.5161290322580645
Far and Away (1992),1,3.1363636363636362
Howards End (1992),1,4.0
Singles (1992),1,3.1818181818181817
Twin Peaks: Fire Walk with Me (1992),1,3.409090909090909
White Men Can't Jump (1992),1,3.0454545454545454
"Mariachi, El (1992)",1,3.5555555555555554
Of Mice and Men (1992),1,3.676470588235294
Single White Female (1992),1,3.375
"Boondock Saints, The (2000)",1,4.22093023255814
"Beach, The (2000)",1,3.0625
Boiler Room (2000),1,3.7142857142857144
Pitch Black (2000),1,3.5641025641025643
"Whole Nine Yards, The (2000)",1,3.5238095238095237
City Lights (1931),1,3.8461538461538463
Wonder Boys (2000),1,3.659090909090909
Ghost Dog: The Way of the Samurai (1999),1,4.052631578947368
Key Largo (1948),1,4.2
"Ninth Gate, The (1999)",1,3.2
Defending Your Life (1991),1,3.85
Breaking Away (1979),1,4.090909090909091
Hoosiers (a.k.a. Best Shot) (1986),1,3.7045454545454546
Bull Durham (1988),1,3.6714285714285713
Dog Day Afternoon (1975),1,3.9342105263157894
American Graffiti (1973),1,3.8488372093023258
JFK (1991),1,3.5
"Muppet Movie, The (1979)",1,3.590909090909091
"Great Muppet Caper, The (1981)",1,3.4545454545454546
"Muppets Take Manhattan, The (1984)",1,3.3333333333333335
Erin Brockovich (2000),1,3.5285714285714285
Thelma & Louise (1991),1,3.4634146341463414
Animal House (1978),1,3.693548387096774
Do the Right Thing (1989),1,4.037037037037037
Creature Comforts (1989),1,4.25
Double Indemnity (1944),1,4.323529411764706
Red Dawn (1984),1,3.4285714285714284
"Good Morning, Vietnam (1987)",1,3.802325581395349
Grumpy Old Men (1993),1,3.293103448275862
Guess Who's Coming to Dinner (1967),1,4.545454545454546
Romeo Must Die (2000),1,3.0833333333333335
Lord of the Flies (1963),1,3.0384615384615383
Modern Times (1936),1,3.72
"Hustler, The (1961)",1,4.333333333333333
Close Encounters of the Third Kind (1977),1,3.7416666666666667
Jacob's Ladder (1990),1,3.5576923076923075
Empire Records (1995),1,3.3846153846153846
Ladyhawke (1985),1,3.3333333333333335
High Fidelity (2000),1,3.6666666666666665
"Road to El Dorado, The (2000)",1,3.1153846153846154
Hook (1991),1,3.358490566037736
Misery (1990),1,3.840909090909091
Solaris (Solyaris) (1972),1,4.090909090909091
Network (1976),1,4.0227272727272725
"Odd Couple, The (1968)",1,4.066666666666666
"Outlaw Josey Wales, The (1976)",1,4.25
Frequency (2000),1,3.4166666666666665
Parenthood (1989),1,3.7
Predator (1987),1,3.581967213114754
28 Days (2000),1,3.3
American Psycho (2000),1,3.788135593220339
Keeping the Faith (2000),1,3.4523809523809526
Diner (1982),1,3.75
Marathon Man (1976),1,3.4615384615384617
Caddyshack (1980),1,3.826923076923077
U-571 (2000),1,3.4242424242424243
"Virgin Suicides, The (1999)",1,3.769230769230769
Gladiator (2000),1,3.9382352941176473
Dinosaur (2000),1,3.107142857142857
Loser (2000),1,3.3
Road Trip (2000),1,3.0853658536585367
Small Time Crooks (2000),1,3.5416666666666665
Shanghai Noon (2000),1,3.1511627906976742
On Her Majesty's Secret Service (1969),1,3.264705882352941
"Spy Who Loved Me, The (1977)",1,3.4444444444444446
Moonraker (1979),1,3.1346153846153846
"Man with the Golden Gun, The (1974)",1,3.5833333333333335
"Guns of Navarone, The (1961)",1,3.769230769230769
Romeo and Juliet (1968),1,3.6666666666666665
Blazing Saddles (1974),1,3.935483870967742
Eraserhead (1977),1,3.75
For a Few Dollars More (Per qualche dollaro in più) (1965),1,4.151515151515151
Blood Simple (1984),1,4.0
"Running Man, The (1987)",1,3.2205882352941178
Starman (1984),1,3.1538461538461537
Alien Nation (1988),1,3.1153846153846154
Mad Max (1979),1,3.486842105263158
"Road Warrior, The (Mad Max 2) (1981)",1,4.0375
Mad Max Beyond Thunderdome (1985),1,3.2708333333333335
Firestarter (1984),1,3.05
Gone in 60 Seconds (2000),8,3.221311475409836
"Conversation, The (1974)",8,4.205882352941177
Serpico (1973),8,3.7941176470588234
Big Trouble in Little China (1986),8,3.857142857142857
Badlands (1973),8,4.090909090909091
Battleship Potemkin (1925),8,3.65
Titan A.E. (2000),8,3.413793103448276
Chicken Run (2000),8,3.551282051282051
"Me, Myself & Irene (2000)",8,3.0869565217391304
"Patriot, The (2000)",8,3.448529411764706
"Perfect Storm, The (2000)",8,3.1704545454545454
F/X (1986),8,3.21875
Croupier (1998),8,3.9545454545454546
Footloose (1984),8,3.1875
X-Men (2000),8,3.699248120300752
What Lies Beneath (2000),8,3.2
What About Bob? (1991),8,3.2714285714285714
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),8,3.4583333333333335
Saving Grace (2000),8,3.909090909090909
Kelly's Heroes (1970),8,4.133333333333334
"Tao of Steve, The (2000)",8,3.3846153846153846
"Cell, The (2000)",8,3.0444444444444443
"Naked Gun: From the Files of Police Squad!, The (1988)",8,3.4047619047619047
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",8,3.423076923076923
Nurse Betty (2000),8,3.3421052631578947
Almost Famous (2000),8,3.8674698795180724
Dancer in the Dark (2000),8,3.975
Best in Show (2000),8,3.688679245283019
Remember the Titans (2000),8,3.7439024390243905
Hellraiser (1987),8,3.3666666666666667
Meet the Parents (2000),8,3.4175824175824174
Requiem for a Dream (2000),8,3.921875
Billy Elliot (2000),8,3.8513513513513513
Bedazzled (2000),8,3.074074074074074
Pay It Forward (2000),8,3.4423076923076925
"Legend of Drunken Master, The (Jui kuen II) (1994)",8,4.125
"Legend of Bagger Vance, The (2000)",8,3.066666666666667
Men of Honor (2000),8,3.392857142857143
Diamonds Are Forever (1971),8,3.5
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),8,3.0454545454545454
Unbreakable (2000),8,3.4794520547945207
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",8,3.8363636363636364
Proof of Life (2000),8,3.0416666666666665
"Planes, Trains & Automobiles (1987)",8,3.8518518518518516
"Living Daylights, The (1987)",8,3.2916666666666665
Wall Street (1987),8,3.75
Born on the Fourth of July (1989),8,3.5384615384615383
Snatch (2000),8,4.155913978494624
Chocolat (2000),8,3.521276595744681
"Emperor's New Groove, The (2000)",8,3.7162162162162162
Pollock (2000),8,3.5357142857142856
What Women Want (2000),8,3.138888888888889
Finding Forrester (2000),8,3.7142857142857144
Cast Away (2000),8,3.7
"Family Man, The (2000)",8,3.130434782608696
Miss Congeniality (2000),8,3.0546875
"O Brother, Where Art Thou? (2000)",8,3.8085106382978724
State and Main (2000),8,3.875
Thirteen Days (2000),8,3.923076923076923
Traffic (2000),8,3.9
Shadow of the Vampire (2000),8,3.1363636363636362
Annie (1982),8,3.125
"Officer and a Gentleman, An (1982)",8,3.642857142857143
Beverly Hills Cop (1984),8,3.402173913043478
Empire of the Sun (1987),8,3.95
"Evil Dead, The (1981)",8,3.8181818181818183
Innerspace (1987),8,3.125
"Lost Boys, The (1987)",8,3.7115384615384617
In the Mood For Love (Fa yeung nin wa) (2000),8,4.214285714285714
"Mexican, The (2001)",8,3.347826086956522
Enemy at the Gates (2001),8,3.5125
Memento (2000),8,4.122641509433962
Amores Perros (Love's a Bitch) (2000),8,3.9347826086956523
Along Came a Spider (2001),8,3.1470588235294117
Blow (2001),8,3.8137254901960786
Bridget Jones's Diary (2001),8,3.623076923076923
Scarface (1983),8,3.9328358208955225
"Mummy Returns, The (2001)",8,3.088888888888889
"Knight's Tale, A (2001)",8,3.341463414634146
Shrek (2001),8,3.8676470588235294
Moulin Rouge (2001),8,3.590909090909091
City Slickers (1991),8,3.370967741935484
Eight Men Out (1988),8,3.75
Mississippi Burning (1988),8,3.590909090909091
"Magnificent Seven, The (1960)",8,3.59375
Throw Momma from the Train (1987),8,3.2
Evolution (2001),8,3.037037037037037
Swordfish (2001),8,3.1029411764705883
Point Break (1991),8,3.25
Tootsie (1982),8,3.421875
Atlantis: The Lost Empire (2001),8,3.3421052631578947
"Fast and the Furious, The (2001)",8,3.066666666666667
A.I. Artificial Intelligence (2001),8,3.3392857142857144
Sexy Beast (2000),8,3.7142857142857144
Final Fantasy: The Spirits Within (2001),8,3.3548387096774195
Legally Blonde (2001),8,3.15625
"Score, The (2001)",8,3.55
"Adventures of Baron Munchausen, The (1988)",8,3.769230769230769
Coming to America (1988),8,3.4583333333333335
Dirty Rotten Scoundrels (1988),8,4.125
Short Circuit (1986),8,3.275
Bill & Ted's Excellent Adventure (1989),8,3.7
Major League (1989),8,3.575
Ghost World (2001),8,3.5
Hedwig and the Angry Inch (2000),8,4.181818181818182
Turner & Hooch (1989),8,3.0384615384615383
"Princess Diaries, The (2001)",8,3.037037037037037
Rush Hour 2 (2001),8,3.370967741935484
American Pie 2 (2001),8,3.066666666666667
"Others, The (2001)",8,3.6272727272727274
Rat Race (2001),8,3.0555555555555554
Jay and Silent Bob Strike Back (2001),8,3.161764705882353
Training Day (2001),8,3.7941176470588234
Little Man Tate (1991),8,3.35
"It's a Mad, Mad, Mad, Mad World (1963)",8,3.25
Zoolander (2001),8,3.509259259259259
Serendipity (2001),8,3.14
Mulholland Drive (2001),8,3.843137254901961
Dirty Harry (1971),8,3.775
From Hell (2001),8,3.65
Waking Life (2001),8,3.6842105263157894
K-PAX (2001),8,3.484848484848485
Donnie Darko (2001),8,3.981651376146789
"Man Who Wasn't There, The (2001)",8,3.735294117647059
"Monsters, Inc. (2001)",8,3.871212121212121
Shallow Hal (2001),8,3.032258064516129
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),8,3.7616822429906542
Spy Game (2001),8,3.4814814814814814
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",8,3.35
Ocean's Eleven (a.k.a. Ocean's 11) (1960),8,3.6363636363636362
Behind Enemy Lines (2001),8,3.25
Ocean's Eleven (2001),8,3.8445378151260505
No Man's Land (2001),8,4.1923076923076925
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",8,4.183333333333334
Vanilla Sky (2001),8,3.4204545454545454
"Royal Tenenbaums, The (2001)",8,3.6838235294117645
Bill & Ted's Bogus Journey (1991),8,3.075
Kate & Leopold (2001),8,3.2058823529411766
"Lord of the Rings: The Fellowship of the Ring, The (2001)",8,4.106060606060606
"Majestic, The (2001)",8,3.5
"Beautiful Mind, A (2001)",8,4.0
Black Hawk Down (2001),8,3.81
Gosford Park (2001),8,3.7037037037037037
I Am Sam (2001),8,3.764705882352941
Monster's Ball (2001),8,3.3055555555555554
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",8,3.8214285714285716
48 Hrs. (1982),8,3.590909090909091
M*A*S*H (a.k.a. MASH) (1970),8,3.9347826086956523
The Count of Monte Cristo (2002),8,3.828125
"Mothman Prophecies, The (2002)",8,3.076923076923077
"Walk to Remember, A (2002)",8,3.5
Metropolis (2001),8,3.9615384615384617
"Sandlot, The (1993)",8,3.4375
Super Troopers (2001),8,3.6041666666666665
Monsoon Wedding (2001),8,3.8333333333333335
We Were Soldiers (2002),8,3.3333333333333335
Ice Age (2002),8,3.6882352941176473
Resident Evil (2002),8,3.0833333333333335
And Your Mother Too (Y tu mamá también) (2001),8,3.9523809523809526
Blade II (2002),8,3.2058823529411766
Death to Smoochy (2002),8,3.3181818181818183
"Rookie, The (2002)",8,3.2916666666666665
Rashomon (Rashômon) (1950),8,3.9444444444444446
Frailty (2001),8,3.8636363636363638
My Big Fat Greek Wedding (2002),8,3.2666666666666666
"Salton Sea, The (2002)",8,3.35
Spider-Man (2002),8,3.540983606557377
About a Boy (2002),8,3.715909090909091
Star Wars: Episode II - Attack of the Clones (2002),8,3.157608695652174
"Importance of Being Earnest, The (2002)",8,3.85
Insomnia (2002),8,3.303030303030303
"Bourne Identity, The (2002)",8,3.8169642857142856
Lilo & Stitch (2002),8,3.810344827586207
Minority Report (2002),8,3.6375
Road to Perdition (2002),8,3.520408163265306
Top Secret! (1984),8,4.2
Signs (2002),8,3.1666666666666665
"Good Girl, The (2002)",8,3.2083333333333335
One Hour Photo (2002),8,3.473684210526316
Hot Shots! (1991),8,3.1333333333333333
"Transporter, The (2002)",8,3.519230769230769
Igby Goes Down (2002),8,3.6666666666666665
"Das Experiment (Experiment, The) (2001)",8,3.8636363636363638
Secretary (2002),8,3.9
Spirited Away (Sen to Chihiro no kamikakushi) (2001),8,4.155172413793103
Sweet Home Alabama (2002),8,3.0535714285714284
Red Dragon (2002),8,3.435483870967742
Strange Brew (1983),8,3.5454545454545454
Bowling for Columbine (2002),8,3.7758620689655173
Punch-Drunk Love (2002),8,3.621212121212121
"Ring, The (2002)",8,3.202127659574468
Grave of the Fireflies (Hotaru no haka) (1988),8,4.15625
Saturday Night Fever (1977),8,3.3181818181818183
"Professional, The (Le professionnel) (1981)",8,3.8684210526315788
Jackass: The Movie (2002),8,3.5
Frida (2002),8,3.78125
8 Mile (2002),8,3.292682926829268
Far from Heaven (2002),8,3.8636363636363638
Harry Potter and the Chamber of Secrets (2002),8,3.5980392156862746
Talk to Her (Hable con Ella) (2002),8,4.035714285714286
Solaris (2002),8,3.075
Adaptation (2002),8,3.9456521739130435
Equilibrium (2002),8,3.875
Star Trek: Nemesis (2002),8,3.1052631578947367
About Schmidt (2002),8,3.173076923076923
"Lord of the Rings: The Two Towers, The (2002)",8,4.0212765957446805
25th Hour (2002),8,3.840909090909091
Gangs of New York (2002),8,3.518181818181818
Two Weeks Notice (2002),8,3.263157894736842
My Girl (1991),8,3.2
My Neighbor Totoro (Tonari no Totoro) (1988),8,3.9594594594594597
Catch Me If You Can (2002),8,3.9217391304347826
Chicago (2002),8,3.7244897959183674
"Hours, The (2002)",8,3.7
"Pianist, The (2002)",8,4.108695652173913
Confessions of a Dangerous Mind (2002),8,3.6
City of God (Cidade de Deus) (2002),8,4.1466666666666665
Final Destination 2 (2003),8,3.05
"Recruit, The (2003)",8,3.3529411764705883
How to Lose a Guy in 10 Days (2003),8,3.2758620689655173
Shanghai Knights (2003),8,3.210526315789474
Old School (2003),8,3.5128205128205128
Bend It Like Beckham (2002),8,3.3
Ringu (Ring) (1998),8,3.4545454545454546
Phone Booth (2002),8,3.140625
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),8,3.9
Anger Management (2003),8,3.0588235294117645
"Mighty Wind, A (2003)",8,3.75
Holes (2003),8,3.425
Fahrenheit 451 (1966),8,3.6
Identity (2003),8,3.6818181818181817
Spellbound (2002),8,3.923076923076923
X2: X-Men United (2003),8,3.723684210526316
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),8,4.0625
"Matrix Reloaded, The (2003)",8,3.3541666666666665
Bruce Almighty (2003),8,3.316901408450704
Finding Nemo (2003),8,3.9609929078014185
"Italian Job, The (2003)",8,3.6186440677966103
Whale Rider (2002),8,3.75
Barton Fink (1991),8,4.035714285714286
28 Days Later (2002),8,3.9741379310344827
Terminator 3: Rise of the Machines (2003),8,3.0444444444444443
Pirates of the Caribbean: The Curse of the Black Pearl (2003),8,3.778523489932886
Dirty Pretty Things (2002),8,3.625
